# LANCTL error catalog - generated; do not edit manually
# FORMAT: ERROR_ID | LEVEL | SOURCE_FILE | LINE | ORIGIN | KIND
# Static IDs derive from semantic points; literal runtime events use origin + code
0e323FFF7C | 42 | src/lanctl/core/plugins/scanners.py | 45 | LANCTL.Plugin.Scanner.Result | diagnostic
0e328AF9D7 | 48 | src/lanctl/core/plugins/ui_contracts.py | 25 | src.lanctl.core.plugins.ui_contracts.validate_ui_panel | raise
0e328BA1DF | 46 | src/lanctl/apps/ip/interfaces/tui/clipboard.py | 27 | src.lanctl.apps.ip.interfaces.tui.clipboard.copy_text | raise
0e32A334BD | 36 | src/lanctl/apps/ip/interfaces/tui/layout.py | 82 | src.lanctl.apps.ip.interfaces.tui.layout.normalize_panel_layout | raise
0e32D06039 | 36 | src/lanctl/apps/wire/cli/commands.py | 242 | src.lanctl.apps.wire.cli.commands.CommandProcessor._idf_command | raise
0e32E0C961 | 47 | src/lanctl/core/plugins/isolated_runtime.py | 111 | src.lanctl.core.plugins.isolated_runtime._IsolatedApi._call | raise
0e3311E8F6 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 368 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0e33F2B7E8 | 42 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 431 | src.lanctl.apps.ip.interfaces.cli.commands.wol._sequence_locked | raise
0e34178010 | 42 | src/lanctl/apps/monitor/configuration.py | 196 | src.lanctl.apps.monitor.configuration.JsonDocument.update.validate | raise
0e34596E1E | 32 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 405 | src.lanctl.apps.ip.interfaces.cli.commands.wol._sequence_locked | raise
0e3479845A | 34 | src/lanctl/apps/access/service.py | 121 | src.lanctl.apps.access.service.AccessService.configure.operation | raise
0e3484707E | 43 | src/lanctl/core/history.py | 243 | src.lanctl.core.history.HistoryService.__init__ | raise
0e35288F67 | 36 | src/lanctl/apps/access/manager_cli.py | 188 | src.lanctl.apps.access.manager_cli.main | raise
0e352EDC7C | 33 | src/lanctl/apps/ip/infrastructure/protocols/ssh.py | 62 | src.lanctl.apps.ip.infrastructure.protocols.ssh.SshProfile.from_options | raise
0e35366072 | 43 | src/lanctl/core/projects/save_policy.py | 325 | src.lanctl.core.projects.save_policy.save_active_project | raise
0e358DB587 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/list.py | 272 | src.lanctl.apps.ip.interfaces.cli.commands.list.run_list | raise
0e35906699 | 45 | src/lanctl/core/plugins/api.py | 167 | src.lanctl.core.plugins.api._PluginFunctions.register | raise
0e35BC6D96 | 33 | src/lanctl/shared/assets/icons.py | 265 | src.lanctl.shared.assets.icons.jpeg_dimensions | raise
0e35E6201F | 48 | src/lanctl/core/plugins/package.py | 168 | src.lanctl.core.plugins.package._verify_signature | raise
0e3607BDAD | 36 | src/lanctl/shared/i18n.py | 199 | src.lanctl.shared.i18n.LanguageManager.load_file | raise
0e36278335 | 33 | src/lanctl/apps/access/auth.py | 21 | src.lanctl.apps.access.auth.hash_password | raise
0e3637819F | 31 | src/lanctl/apps/ip/interfaces/cli/commands/project.py | 199 | src.lanctl.apps.ip.interfaces.cli.commands.project._save | raise
0e36B52EC6 | 42 | src/lanctl/core/plugins/api.py | 117 | src.lanctl.core.plugins.api._PluginErrors.interpolate | diagnostic
0e36C4F67B | 31 | src/lanctl/apps/ip/interfaces/cli/commands/download_settings.py | 83 | src.lanctl.apps.ip.interfaces.cli.commands.download_settings.lan_settings | raise
0e3719C007 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/group.py | 78 | src.lanctl.apps.ip.interfaces.cli.commands.group.run_group | raise
0e3786F9BE | 49 | src/lanctl/apps/ip/infrastructure/services/lan_scanner.py | 162 | src.lanctl.apps.ip.infrastructure.services.lan_scanner.LanScanner._parallel | raise
0e380A4695 | 33 | src/lanctl/apps/ip/domain/models/device.py | 69 | src.lanctl.apps.ip.domain.models.device.normalize_mac | raise
0e380EE988 | 46 | src/lanctl/infrastructure/platform/windows_service.py | 64 | src.lanctl.infrastructure.platform.windows_service.WindowsServiceHost.run | raise
0e38B48B19 | 45 | src/lanctl/apps/ip/domain/discovery.py | 36 | src.lanctl.apps.ip.domain.discovery.require_real_target | raise
0e38F027F3 | 47 | src/lanctl/core/plugins/extensions.py | 52 | src.lanctl.core.plugins.extensions.ExtensionRegistry.register | raise
0e39A9AC1A | 31 | src/lanctl/apps/ip/interfaces/cli/commands/switch.py | 293 | src.lanctl.apps.ip.interfaces.cli.commands.switch.run_switch | raise
0e3A2A51E0 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/ephemeral.py | 99 | src.lanctl.apps.ip.interfaces.cli.commands.ephemeral.run_ephemeral | raise
0e3A5DFFD5 | 47 | src/lanctl/core/plugins/scanners.py | 26 | LANCTL.Plugin.Scanner.Execution | diagnostic
0e3A6B7045 | 42 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 102 | src.lanctl.apps.ip.infrastructure.protocols.radmin.build_arguments | raise
0e3A7EC9E4 | 48 | src/lanctl/core/tasking.py | 83 | src.lanctl.core.tasking.JsonStore.load | raise
0e3AA21C22 | 16 | src/lanctl/core/plugins/builtin.py | 232 | LANCTL.Plugins.Builtin.Theme | diagnostic
0e3AB606F0 | 33 | src/lanctl/apps/wire/topology.py | 189 | src.lanctl.apps.wire.topology.build_ports | raise
0e3ABFB539 | 37 | src/lanctl/apps/ip/infrastructure/services/element_scanner.py | 163 | src.lanctl.apps.ip.infrastructure.services.element_scanner.parse_ports | raise
0e3AC31598 | 18 | src/lanctl/core/database.py | 377 | src.lanctl.core.database.DeviceDatabase._audit_changes | diagnostic
0e3B0F0EDF | 36 | src/lanctl/infrastructure/platform/windows_service.py | 72 | src.lanctl.infrastructure.platform.windows_service.WindowsServiceHost.run | raise
0e3B5B94DD | 41 | src/lanctl/apps/ip/interfaces/cli/main.py | 309 | src.lanctl.apps.ip.interfaces.cli.main.main | return-error
0e3B637286 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/ephemeral.py | 101 | src.lanctl.apps.ip.interfaces.cli.commands.ephemeral.run_ephemeral | raise
0e3BC7C96C | 47 | src/lanctl/core/plugins/smb_runtime.py | 239 | src.lanctl.core.plugins.smb_runtime.SMBNative.open_path | raise
0e3BD06E32 | 33 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 30 | src.lanctl.apps.ip.infrastructure.protocols.radmin.validate_port | raise
0e3BDD841D | 46 | src/lanctl/apps/ip/interfaces/tui/clipboard.py | 31 | src.lanctl.apps.ip.interfaces.tui.clipboard.copy_text | raise
0e3C10DB3E | 43 | src/lanctl/core/credentials.py | 71 | src.lanctl.core.credentials.protect_secret | raise
0e3C2190EF | 36 | src/lanctl/apps/access/service.py | 111 | src.lanctl.apps.access.service.AccessService.configure | raise
0e3C8868B0 | 42 | src/lanctl/core/error_catalog.py | 52 | src.lanctl.core.error_catalog.load_error_catalog | raise
0e3C95FF8F | 34 | src/lanctl/apps/ip/interfaces/cli/commands/modes.py | 194 | src.lanctl.apps.ip.interfaces.cli.commands.modes.run_global_cli | print-error
0e3CAB2833 | 43 | src/lanctl/core/database.py | 45 | src.lanctl.core.database.DeviceDatabase.load | raise
0e3CF0F09A | 48 | src/lanctl/apps/ip/interfaces/cli/commands/database.py | 63 | src.lanctl.apps.ip.interfaces.cli.commands.database.run_database | raise
0e3D160B40 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/download_settings.py | 87 | src.lanctl.apps.ip.interfaces.cli.commands.download_settings.lan_settings | raise
0e3D4BE0C8 | 33 | src/lanctl/apps/ip/infrastructure/cisco/planner.py | 42 | src.lanctl.apps.ip.infrastructure.cisco.planner.CiscoPlanner._validate | raise
0e3D88D1D0 | 46 | src/lanctl/apps/monitor/lifecycle.py | 144 | src.lanctl.apps.monitor.lifecycle._windows_process_identity | raise
0e3DB4DBA7 | 36 | src/lanctl/apps/access/https_server.py | 191 | src.lanctl.apps.access.https_server.HttpsAccessServer.__init__.Handler._origin | raise
0e3E0F7EC8 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/scan.py | 105 | src.lanctl.apps.ip.interfaces.cli.commands.scan.run_scan | raise
0e3E1B33CA | 47 | src/lanctl/apps/access/runtime.py | 100 | src.lanctl.apps.access.runtime.AccessRuntime._serve | diagnostic
0e3E2BE7C6 | 33 | src/lanctl/shared/assets/icons.py | 171 | src.lanctl.shared.assets.icons.IconManager.resolve | raise
0e3E431270 | 16 | src/lanctl/core/plugins/builtin.py | 232 | src.lanctl.core.plugins.builtin._install_builtin_theme | diagnostic
0e3E52B463 | 42 | src/lanctl/apps/ip/infrastructure/protocols/ssh.py | 167 | src.lanctl.apps.ip.infrastructure.protocols.ssh.verify_pinned_host | raise
0e3E5F47E9 | 36 | src/lanctl/apps/access/auth.py | 55 | src.lanctl.apps.access.auth.fingerprint_key | raise
0e3F2B73C8 | 36 | src/lanctl/apps/wire/idf/database.py | 270 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.edit_port.edit | raise
0e3F4D1973 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/ssh.py | 56 | src.lanctl.apps.ip.interfaces.cli.commands.ssh.run_ssh | raise
0e3F8D34F6 | 43 | src/lanctl/core/history.py | 240 | src.lanctl.core.history.HistoryService.__init__ | raise
0e3FBAE8E5 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/element.py | 198 | src.lanctl.apps.ip.interfaces.cli.commands.element.run_element | raise
0e3FD29B13 | 32 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 209 | src.lanctl.apps.ip.interfaces.cli.commands.wol._wake | diagnostic
0e3FF41230 | 34 | src/lanctl/apps/ip/interfaces/cli/commands/modes.py | 97 | src.lanctl.apps.ip.interfaces.cli.commands.modes._run_global_command | print-error
0e400D41C3 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 715 | src.lanctl.apps.ip.interfaces.cli.commands.wol.run_wol | raise
0e404BAC29 | 48 | src/lanctl/core/plugins/package.py | 217 | src.lanctl.core.plugins.package.safe_package | raise
0e408A7353 | 42 | src/lanctl/core/plugin_storage.py | 40 | src.lanctl.core.plugin_storage.PluginStorage.put_observations | raise
0e40A617A4 | 33 | src/lanctl/core/plugins/models.py | 98 | src.lanctl.core.plugins.models.PluginManifest.from_dict | raise
0e40C21710 | 37 | src/lanctl/apps/ip/infrastructure/services/element_scanner.py | 282 | src.lanctl.apps.ip.infrastructure.services.element_scanner.identify_device | raise
0e40EFAC5F | 31 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 639 | src.lanctl.apps.ip.interfaces.cli.commands.wol._power | raise
0e4104D4F3 | 41 | src/lanctl/apps/access/firewall.py | 31 | src.lanctl.apps.access.firewall.FirewallManager.add | raise
0e4121699C | 18 | src/lanctl/core/projects/save_policy.py | 125 | LANCTL.Project.Autosave.Timer | diagnostic
0e413E8848 | 43 | src/lanctl/core/config.py | 621 | src.lanctl.core.config.load_config | raise
0e41A9EB06 | 43 | src/lanctl/core/history.py | 104 | src.lanctl.core.history.HistoryEvent.from_dict | raise
0e41BD8AC6 | 43 | src/lanctl/core/group_database.py | 212 | src.lanctl.core.group_database.GroupDatabase._find | raise
0e41E8D6A8 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/ephemeral.py | 105 | src.lanctl.apps.ip.interfaces.cli.commands.ephemeral.run_ephemeral | raise
0e420745CF | 47 | src/lanctl/core/plugins/smb_runtime.py | 379 | src.lanctl.core.plugins.smb_runtime.SMBService.inspect | raise
0e430B2EA4 | 45 | src/lanctl/apps/ip/interfaces/gui/main.py | 164 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.plugin_action.operation | raise
0e4321CB0D | 36 | src/lanctl/apps/wire/idf/database.py | 95 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.create.reserve | raise
0e4333BD86 | 33 | src/lanctl/apps/wire/idf/database.py | 32 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.__init__ | raise
0e43905CA4 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 497 | src.lanctl.apps.ip.interfaces.cli.commands.access._role | raise
0e43DB118F | 47 | src/lanctl/core/plugins/device_adapters.py | 22 | LANCTL.Plugin.DeviceAdapter.Manufacturer | diagnostic
0e43E109A1 | 42 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 66 | src.lanctl.apps.ip.infrastructure.protocols.radmin.find_viewer | raise
0e4425A01D | 36 | src/lanctl/apps/wire/idf/sample_topology.py | 211 | src.lanctl.apps.wire.idf.sample_topology.seed_sample_topology | raise
0e447DD282 | 32 | src/lanctl/apps/ip/interfaces/cli/commands/credential.py | 59 | src.lanctl.apps.ip.interfaces.cli.commands.credential.run_credential | raise
0e44999975 | 46 | src/lanctl/apps/ip/infrastructure/protocols/ssh.py | 115 | src.lanctl.apps.ip.infrastructure.protocols.ssh.host_fingerprint | raise
0e44E17C96 | 31 | src/lanctl/apps/ip/interfaces/tui/main.py | 3671 | src.lanctl.apps.ip.interfaces.tui.main._parse_list_filter | raise
0e44F60ACD | 36 | src/lanctl/apps/access/root_control.py | 158 | src.lanctl.apps.access.root_control.forced_view | raise
0e45288850 | 42 | src/lanctl/core/recurrent_elements.py | 57 | src.lanctl.core.recurrent_elements.RecurrentElementDatabase.load | raise
0e453036F0 | 36 | src/lanctl/apps/ip/lab/scenario.py | 70 | src.lanctl.apps.ip.lab.scenario.generate_scenario | raise
0e454E6E22 | 43 | src/lanctl/core/group_database.py | 49 | src.lanctl.core.group_database._decoded_snapshot | raise
0e4554913C | 16 | src/lanctl/core/plugins/manager.py | 165 | LANCTL.Plugin.Discovery.Manifest | diagnostic
0e45565731 | 45 | src/lanctl/core/plugins/manager.py | 602 | src.lanctl.core.plugins.manager.PluginManager._load_declarative_events | raise
0e45A820BB | 36 | src/lanctl/apps/wire/error.py | 40 | src.lanctl.apps.wire.error.Error.__init__ | raise
0e45C2449D | 36 | src/lanctl/apps/wire/cli/commands.py | 135 | src.lanctl.apps.wire.cli.commands.CommandProcessor._parse_data | raise
0e45D44646 | 38 | src/lanctl/apps/ip/interfaces/tui/main.py | 2288 | LANCTL.TUI.Project.Save | diagnostic
0e460A95A5 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 525 | src.lanctl.apps.ip.interfaces.cli.commands.wol._configure_power | raise
0e461026B6 | 43 | src/lanctl/core/history.py | 89 | src.lanctl.core.history.HistoryEvent.__post_init__ | raise
0e46177C38 | 49 | src/lanctl/core/errors.py | 131 | src.lanctl.core.errors.ErrorEvent.__post_init__ | raise
0e4644DC42 | 45 | src/lanctl/apps/access/auth.py | 211 | src.lanctl.apps.access.auth.AuthenticationService.validate_session | raise
0e46465A09 | 36 | src/lanctl/apps/ip/infrastructure/cisco/catalog.py | 182 | src.lanctl.apps.ip.infrastructure.cisco.catalog.find_spec | raise
0e46620C32 | 36 | src/lanctl/apps/wire/idf/sample_topology.py | 188 | src.lanctl.apps.wire.idf.sample_topology.validate_topology | raise
0e4668EE60 | 47 | src/lanctl/core/plugins/isolated_runtime.py | 211 | src.lanctl.core.plugins.isolated_runtime._worker | raise
0e46AC36F6 | 45 | src/lanctl/apps/ip/interfaces/cli/commands/monitor.py | 181 | src.lanctl.apps.ip.interfaces.cli.commands.monitor._monitor_once | raise
0e46B25CC2 | 36 | src/lanctl/apps/wire/cli/commands.py | 228 | src.lanctl.apps.wire.cli.commands.CommandProcessor._idf_command | raise
0e471A7862 | 31 | src/lanctl/apps/wire/idf/database.py | 268 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.edit_port.edit | raise
0e472052DA | 48 | src/lanctl/core/plugins/package.py | 199 | src.lanctl.core.plugins.package.safe_package | raise
0e47CBEF48 | 31 | src/lanctl/apps/ip/infrastructure/terminals/tr064.py | 22 | src.lanctl.apps.ip.infrastructure.terminals.tr064.parse_call | raise
0e4809991C | 47 | src/lanctl/core/plugins/declarative_commands.py | 26 | src.lanctl.core.plugins.declarative_commands.register_declarative_commands | raise
0e48B76AD3 | 47 | src/lanctl/core/plugins/functions.py | 39 | src.lanctl.core.plugins.functions.FunctionRegistry.call | raise
0e48F09342 | 43 | src/lanctl/core/database.py | 643 | src.lanctl.core.database.DeviceDatabase.add_device | raise
0e499C8682 | 33 | src/lanctl/core/output.py | 520 | src.lanctl.core.output.normalize_columns | raise
0e49B52588 | 46 | src/lanctl/apps/access/remote.py | 176 | src.lanctl.apps.access.remote.LanctlCommandAdapter.execute | return-error
0e4A0B34B5 | 33 | src/lanctl/apps/wire/tui/editor.py | 349 | src.lanctl.apps.wire.tui.editor.set_field | raise
0e4A2347E3 | 33 | src/lanctl/apps/ip/interfaces/gui/main.py | 302 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.scan_network.operation | raise
0e4A820C95 | 34 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 287 | src.lanctl.apps.ip.interfaces.cli.commands.access._user | raise
0e4A868008 | 35 | src/lanctl/apps/ip/interfaces/cli/commands/element.py | 87 | src.lanctl.apps.ip.interfaces.cli.commands.element.run_element | raise
0e4AB30792 | 48 | src/lanctl/core/tr064.py | 69 | src.lanctl.core.tr064.Tr064Client.discover | raise
0e4B254D62 | 43 | src/lanctl/core/database.py | 575 | src.lanctl.core.database.DeviceDatabase._edit_device_in_memory | raise
0e4B2A9C90 | 08 | src/lanctl/core/config.py | 605 | LANCTL.Config.Load.Defaults | diagnostic
0e4B4974F8 | 33 | src/lanctl/apps/access/store.py | 31 | src.lanctl.apps.access.store.AccessStore._load_unlocked | raise
0e4BC4B9B6 | 47 | src/lanctl/core/plugins/smb_runtime.py | 397 | src.lanctl.core.plugins.smb_runtime.SMBService.inspect | raise
0e4C1334B4 | 46 | src/lanctl/apps/ip/interfaces/tui/clipboard.py | 37 | src.lanctl.apps.ip.interfaces.tui.clipboard.copy_text | raise
0e4C8B5986 | 36 | src/lanctl/shared/i18n.py | 189 | src.lanctl.shared.i18n.LanguageManager.load_file | raise
0e4CCDDAF8 | 47 | src/lanctl/core/plugins/manager.py | 401 | src.lanctl.core.plugins.manager.PluginManager.get | raise
0e4CD5A9FF | 36 | src/lanctl/apps/wire/cli/commands.py | 286 | src.lanctl.apps.wire.cli.commands.CommandProcessor._element_command | raise
0e4CE07F1B | 46 | src/lanctl/apps/ip/interfaces/cli/commands/lanwire.py | 71 | src.lanctl.apps.ip.interfaces.cli.commands.lanwire.lanwire_command | raise
0e4D2E8C55 | 38 | src/lanctl/apps/ip/interfaces/tui/main.py | 2976 | LANCTL.TUI.ProjectManager.Delete | diagnostic
0e4D6842DA | 36 | src/lanctl/apps/wire/tui/app.py | 1327 | src.lanctl.apps.wire.tui.app.LanwireTui._move_selected_connection | raise
0e4D73AF34 | 36 | src/lanctl/apps/wire/cli/commands.py | 267 | src.lanctl.apps.wire.cli.commands.CommandProcessor._idf_options | raise
0e4DA0CF2C | 43 | src/lanctl/core/database.py | 35 | src.lanctl.core.database.DeviceDatabase.load | raise
0e4DAFB3F6 | 43 | src/lanctl/apps/monitor/database.py | 78 | src.lanctl.apps.monitor.database.MonitorDatabase._migrate | raise
0e4DCC564A | 48 | src/lanctl/core/plugins/ui_contracts.py | 58 | src.lanctl.core.plugins.ui_contracts.validate_form_schema | raise
0e4DD6A9BD | 35 | src/lanctl/apps/ip/interfaces/tui/main.py | 3495 | src.lanctl.apps.ip.interfaces.tui.main._translate_tui_element | raise
0e4E446222 | 32 | src/lanctl/apps/access/auth.py | 219 | src.lanctl.apps.access.auth.AuthenticationService.revoke | raise
0e4F215305 | 42 | src/lanctl/core/recurrent_elements.py | 45 | src.lanctl.core.recurrent_elements.RecurrentElementDatabase.load | raise
0e4F2884F9 | 47 | src/lanctl/core/plugins/manager.py | 476 | src.lanctl.core.plugins.manager.PluginManager._activate | raise
0e4F8245DD | 36 | src/lanctl/apps/ip/interfaces/tui/layout.py | 126 | src.lanctl.apps.ip.interfaces.tui.layout.normalize_column_spec | raise
0e4FD13EC5 | 42 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 106 | src.lanctl.apps.ip.infrastructure.protocols.radmin.build_arguments | raise
0e4FDE35CA | 36 | src/lanctl/apps/ip/interfaces/gui/theme.py | 93 | src.lanctl.apps.ip.interfaces.gui.theme._validate_value | raise
0e5079E9AD | 36 | src/lanctl/shared/i18n.py | 210 | src.lanctl.shared.i18n.LanguageManager.load_file | raise
0e50C0A98C | 33 | src/lanctl/apps/monitor/configuration.py | 128 | src.lanctl.apps.monitor.configuration.validate_profile | raise
0e50CC284A | 43 | src/lanctl/core/database.py | 637 | src.lanctl.core.database.DeviceDatabase.add_device | raise
0e51042E1F | 42 | src/lanctl/core/recurrent_elements.py | 42 | src.lanctl.core.recurrent_elements.RecurrentElementDatabase.load | raise
0e51194C7F | 31 | src/lanctl/apps/ip/interfaces/cli/commands/open.py | 114 | src.lanctl.apps.ip.interfaces.cli.commands.open._automatic_protocol | raise
0e5127CA2E | 31 | src/lanctl/apps/ip/interfaces/cli/commands/smb.py | 262 | src.lanctl.apps.ip.interfaces.cli.commands.smb.run_smb | raise
0e51C2EDFA | 36 | src/lanctl/shared/i18n.py | 193 | src.lanctl.shared.i18n.LanguageManager.load_file | raise
0e52179EE8 | 43 | src/lanctl/core/group_database.py | 84 | src.lanctl.core.group_database.recover_device_group_transaction | raise
0e52B36139 | 33 | src/lanctl/shared/assets/icons.py | 238 | src.lanctl.shared.assets.icons.jpeg_dimensions | raise
0e53024233 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/credential.py | 98 | src.lanctl.apps.ip.interfaces.cli.commands.credential.run_credential | raise
0e53503CAC | 46 | src/lanctl/apps/ip/interfaces/cli/commands/monitor.py | 597 | src.lanctl.apps.ip.interfaces.cli.commands.monitor._restart_action | diagnostic
0e536450B4 | 33 | src/lanctl/apps/wire/error.py | 44 | src.lanctl.apps.wire.error.Error.__init__ | raise
0e53AC26C8 | 48 | src/lanctl/core/plugins/package.py | 214 | src.lanctl.core.plugins.package.safe_package | raise
0e53B32914 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 527 | src.lanctl.apps.ip.interfaces.cli.commands.wol._configure_power | raise
0e53E89064 | 36 | src/lanctl/apps/ip/interfaces/gui/main.py | 167 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.plugin_action.operation | raise
0e544E8C64 | 32 | src/lanctl/apps/ip/interfaces/cli/commands/smb.py | 211 | src.lanctl.apps.ip.interfaces.cli.commands.smb.run_smb | raise
0e548841F2 | 48 | src/lanctl/core/plugins/smb_runtime.py | 466 | src.lanctl.core.plugins.smb_runtime.SMBService.printer | raise
0e55EE9602 | 43 | src/lanctl/core/credentials.py | 126 | src.lanctl.core.credentials.CredentialStore._load | raise
0e560941AA | 48 | src/lanctl/core/group_database.py | 51 | src.lanctl.core.group_database._decoded_snapshot | raise
0e569CDEE2 | 38 | src/lanctl/apps/ip/interfaces/tui/main.py | 2976 | src.lanctl.apps.ip.interfaces.tui.main.LanctlTui._delete_project_from_manager | diagnostic
0e56ADF0BC | 33 | src/lanctl/core/plugins/contracts.py | 81 | src.lanctl.core.plugins.contracts.construct_contract | raise
0e56C5476F | 42 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 119 | src.lanctl.apps.ip.infrastructure.protocols.radmin.build_arguments | raise
0e56E2781C | 42 | src/lanctl/apps/access/service.py | 143 | src.lanctl.apps.access.service.AccessService.enable.operation | raise
0e5703DFAB | 32 | src/lanctl/apps/monitor/incidents.py | 64 | src.lanctl.apps.monitor.incidents.IncidentManager._set | raise
0e57AAEAEC | 33 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 32 | src.lanctl.apps.ip.infrastructure.protocols.radmin.validate_port | raise
0e5834736F | 36 | src/lanctl/apps/ip/interfaces/gui/theme.py | 62 | src.lanctl.apps.ip.interfaces.gui.theme.validate_theme_specification | raise
0e58739CE0 | 36 | src/lanctl/apps/wire/idf/database.py | 140 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.list_group | raise
0e58B8CEF0 | 47 | src/lanctl/core/plugins/isolated_runtime.py | 83 | src.lanctl.core.plugins.isolated_runtime._windows_memory_job | raise
0e58BB8056 | 47 | src/lanctl/core/plugins/smb_runtime.py | 32 | src.lanctl.core.plugins.smb_runtime.validate_component | raise
0e593BBAA4 | 36 | src/lanctl/apps/ip/interfaces/tui/layout.py | 129 | src.lanctl.apps.ip.interfaces.tui.layout.normalize_column_spec | raise
0e5978D371 | 43 | src/lanctl/core/group_database.py | 275 | src.lanctl.core.group_database.GroupDatabase.rename | raise
0e597BB865 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 465 | src.lanctl.apps.ip.interfaces.cli.commands.access._setup_wizard | raise
0e5A2B518D | 31 | src/lanctl/apps/ip/interfaces/cli/commands/group.py | 73 | src.lanctl.apps.ip.interfaces.cli.commands.group.run_group | raise
0e5A3BA3F3 | 14 | src/lanctl/apps/ip/infrastructure/services/manufacturer.py | 15 | src.lanctl.apps.ip.infrastructure.services.manufacturer._parser | diagnostic
0e5A3FCEE1 | 48 | src/lanctl/core/plugins/models.py | 73 | src.lanctl.core.plugins.models.PluginManifest.from_dict | raise
0e5A8408AE | 36 | src/lanctl/apps/wire/cli/commands.py | 247 | src.lanctl.apps.wire.cli.commands.CommandProcessor._idf_command | raise
0e5AA44FBC | 36 | src/lanctl/apps/access/auth.py | 61 | src.lanctl.apps.access.auth.fingerprint_key | raise
0e5ADFEB01 | 47 | src/lanctl/core/plugins/theme.py | 58 | src.lanctl.core.plugins.theme.validate_theme_specification | raise
0e5B04AE38 | 33 | src/lanctl/apps/monitor/configuration.py | 217 | src.lanctl.apps.monitor.configuration.ProfileManager.save | raise
0e5B1AE5CC | 47 | src/lanctl/core/plugins/smb_runtime.py | 250 | src.lanctl.core.plugins.smb_runtime.SMBNative.connect_printer | raise
0e5B2DC4AB | 46 | src/lanctl/core/tr064.py | 60 | src.lanctl.core.tr064.Tr064Client._open | raise
0e5B843E60 | 36 | src/lanctl/apps/access/https_server.py | 174 | src.lanctl.apps.access.https_server.HttpsAccessServer.__init__.Handler._body | raise
0e5B87BA17 | 43 | src/lanctl/core/database.py | 629 | src.lanctl.core.database.DeviceDatabase.add_device | raise
0e5BBA9117 | 35 | src/lanctl/core/plugins/wol_runtime.py | 16 | src.lanctl.core.plugins.wol_runtime.validate_mac | raise
0e5BC68109 | 36 | src/lanctl/infrastructure/distribution/release.py | 39 | src.lanctl.infrastructure.distribution.release.artifact_name | raise
0e5BE660C0 | 43 | src/lanctl/core/database.py | 550 | src.lanctl.core.database.DeviceDatabase._edit_device_in_memory | raise
0e5C38C663 | 46 | src/lanctl/apps/ip/infrastructure/protocols/ssh.py | 237 | src.lanctl.apps.ip.infrastructure.protocols.ssh.run_remote_command | raise
0e5C88BFA5 | 44 | src/lanctl/apps/ip/interfaces/cli/commands/smb.py | 102 | src.lanctl.apps.ip.interfaces.cli.commands.smb._credential | raise
0e5D0B87A9 | 37 | src/lanctl/apps/ip/infrastructure/services/lan_scanner.py | 431 | src.lanctl.apps.ip.infrastructure.services.lan_scanner.LanScanner.scan | raise
0e5D4885DB | 45 | src/lanctl/apps/access/remote.py | 110 | src.lanctl.apps.access.remote.parse_remote_command | raise
0e5D9CF53D | 47 | src/lanctl/core/plugins/events.py | 43 | src.lanctl.core.plugins.events.EventRegistry.register | raise
0e5DABBFE8 | 45 | src/lanctl/core/plugins/api.py | 328 | src.lanctl.core.plugins.api._PluginMonitor.write_metric | raise
0e5DF5691C | 31 | src/lanctl/apps/wire/cli/commands.py | 153 | src.lanctl.apps.wire.cli.commands.CommandProcessor._idf_command | raise
