# LANCTL error catalog - generated; do not edit manually
# FORMAT: ERROR_ID | LEVEL | SOURCE_FILE | LINE | ORIGIN | KIND
# Static IDs derive from semantic points; literal runtime events use origin + code
0e5E00D61B | 36 | src/lanctl/apps/ip/interfaces/gui/main.py | 721 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi._apply_edit_history | raise
0e5E2885A5 | 33 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 68 | src.lanctl.apps.ip.infrastructure.protocols.radmin.find_viewer | raise
0e5E4DE530 | 49 | src/lanctl/core/errors.py | 43 | src.lanctl.core.errors.ErrorLevel.parse | raise
0e5E6423CD | 37 | src/lanctl/apps/ip/infrastructure/services/lan_scanner.py | 86 | src.lanctl.apps.ip.infrastructure.services.lan_scanner.resolve_network | raise
0e5E95AC9A | 33 | src/lanctl/apps/access/network.py | 10 | src.lanctl.apps.access.network.validate_endpoint | raise
0e5EDA63D0 | 47 | src/lanctl/core/plugins/theme.py | 93 | src.lanctl.core.plugins.theme._validate_value | raise
0e5F2B6DA0 | 42 | src/lanctl/apps/monitor/configuration.py | 252 | src.lanctl.apps.monitor.configuration.MonitorAssignment.__post_init__ | raise
0e5F3298FF | 32 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 410 | src.lanctl.apps.ip.interfaces.cli.commands.wol._sequence_locked | raise
0e5F4001E7 | 36 | src/lanctl/apps/wire/idf/database.py | 272 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.edit_port.edit | raise
0e5F7A37CC | 33 | src/lanctl/apps/wire/topology.py | 199 | src.lanctl.apps.wire.topology.build_ports | raise
0e60167559 | 36 | src/lanctl/infrastructure/platform/linux.py | 15 | src.lanctl.infrastructure.platform.linux.LinuxPlatform.unit_text | raise
0e6018E80B | 31 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 278 | src.lanctl.apps.ip.interfaces.cli.commands.access._user | raise
0e60719B8A | 47 | src/lanctl/core/plugins/theme.py | 53 | src.lanctl.core.plugins.theme.validate_theme_specification | raise
0e607DDF93 | 33 | src/lanctl/apps/wire/cli/commands.py | 381 | src.lanctl.apps.wire.cli.commands.CommandProcessor._add_options | raise
0e60B2B2B5 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/history.py | 61 | src.lanctl.apps.ip.interfaces.cli.commands.history.run_history | raise
0e60B99F43 | 43 | src/lanctl/core/plugins/functions.py | 45 | src.lanctl.core.plugins.functions.FunctionRegistry.call | diagnostic
0e61006448 | 36 | src/lanctl/infrastructure/distribution/release.py | 11 | src.lanctl.infrastructure.distribution.release.validate_version | raise
0e614F9A54 | 45 | src/lanctl/apps/ip/interfaces/gui/main.py | 148 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.plugin_panel_data.operation | raise
0e61741E06 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 500 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0e61BCBDF2 | 31 | src/lanctl/apps/ip/infrastructure/terminals/tr064.py | 32 | src.lanctl.apps.ip.infrastructure.terminals.tr064.parse_call | raise
0e6222BD9F | 46 | src/lanctl/apps/ip/interfaces/cli/commands/lanwire.py | 66 | src.lanctl.apps.ip.interfaces.cli.commands.lanwire.lanwire_command | raise
0e6254FADF | 31 | src/lanctl/apps/ip/interfaces/cli/commands/monitor.py | 829 | src.lanctl.apps.ip.interfaces.cli.commands.monitor._targets | raise
0e6257944D | 48 | src/lanctl/core/plugins/package.py | 223 | src.lanctl.core.plugins.package.safe_package | raise
0e63841CC0 | 43 | src/lanctl/apps/monitor/database.py | 59 | src.lanctl.apps.monitor.database.MonitorDatabase.__init__ | raise
0e639D7D8B | 45 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 411 | src.lanctl.apps.ip.interfaces.cli.commands.access._setup_wizard | raise
0e63A372AD | 33 | src/lanctl/apps/monitor/operations.py | 21 | src.lanctl.apps.monitor.operations.BoundedRunner.run | raise
0e63CEC83A | 36 | src/lanctl/apps/wire/tui/editor.py | 395 | src.lanctl.apps.wire.tui.editor.set_field | raise
0e63DDF2DB | 41 | src/lanctl/apps/ip/interfaces/cli/commands/monitor.py | 605 | src.lanctl.apps.ip.interfaces.cli.commands.monitor._restart_action | return-error
0e63FF89AF | 36 | src/lanctl/apps/ip/interfaces/gui/theme.py | 53 | src.lanctl.apps.ip.interfaces.gui.theme.validate_theme_specification | raise
0e64145C43 | 33 | src/lanctl/apps/ip/domain/models/device.py | 200 | src.lanctl.apps.ip.domain.models.device.Device.from_dict | raise
0e6469660A | 36 | src/lanctl/apps/access/remote.py | 100 | src.lanctl.apps.access.remote.parse_remote_command | raise
0e64D17364 | 42 | src/lanctl/apps/monitor/models.py | 65 | src.lanctl.apps.monitor.models.MonitorSession.__post_init__ | raise
0e65168AB8 | 31 | src/lanctl/apps/wire/tui/app.py | 1325 | src.lanctl.apps.wire.tui.app.LanwireTui._move_selected_connection | raise
0e653AAA77 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/smb.py | 183 | src.lanctl.apps.ip.interfaces.cli.commands.smb.run_smb | raise
0e65638A84 | 41 | src/lanctl/apps/ip/interfaces/cli/commands/monitor.py | 378 | src.lanctl.apps.ip.interfaces.cli.commands.monitor._service_host_action | raise
0e656CD619 | 36 | src/lanctl/apps/ip/interfaces/gui/main.py | 461 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.open_service.operation | raise
0e65BB0C99 | 36 | src/lanctl/__main__.py | 6 | src.lanctl.__main__ | raise
0e66821490 | 43 | src/lanctl/apps/monitor/database.py | 357 | src.lanctl.apps.monitor.database._normalize | raise
0e669ACA12 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/smb.py | 237 | src.lanctl.apps.ip.interfaces.cli.commands.smb.run_smb | raise
0e66CE867E | 31 | src/lanctl/apps/ip/interfaces/cli/commands/ssh.py | 90 | src.lanctl.apps.ip.interfaces.cli.commands.ssh.run_ssh | raise
0e678ACF44 | 43 | src/lanctl/core/plugins/functions.py | 45 | LANCTL.Plugin.Function.Call | diagnostic
0e679C3690 | 33 | src/lanctl/core/config.py | 589 | src.lanctl.core.config.normalize_dhcp_range | raise
0e682EF546 | 48 | src/lanctl/core/plugins/models.py | 85 | src.lanctl.core.plugins.models.PluginManifest.from_dict | raise
0e683B55A9 | 42 | src/lanctl/apps/access/ssh_server.py | 235 | src.lanctl.apps.access.ssh_server.SshAccessServer._execute | diagnostic
0e6851471C | 31 | src/lanctl/apps/ip/interfaces/cli/commands/monitor.py | 311 | src.lanctl.apps.ip.interfaces.cli.commands.monitor._assignment_action | raise
0e68B9FF5D | 33 | src/lanctl/apps/ip/lab/scenario.py | 76 | src.lanctl.apps.ip.lab.scenario.generate_scenario | raise
0e68FB3DCD | 46 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 356 | src.lanctl.apps.ip.interfaces.cli.commands.wol._wake | diagnostic
0e695089DF | 36 | src/lanctl/apps/wire/topology.py | 204 | src.lanctl.apps.wire.topology.build_ports | raise
0e69CB0375 | 47 | src/lanctl/core/plugins/manager.py | 367 | src.lanctl.core.plugins.manager.PluginManager.revoke | raise
0e6A61C672 | 33 | src/lanctl/apps/ip/infrastructure/cisco/planner.py | 71 | src.lanctl.apps.ip.infrastructure.cisco.planner.CiscoPlanner.plan | raise
0e6AD33B02 | 42 | src/lanctl/core/error_catalog.py | 54 | src.lanctl.core.error_catalog.load_error_catalog | raise
0e6B44D677 | 34 | src/lanctl/core/projects/vlf.py | 405 | src.lanctl.core.projects.vlf.verify_project | raise
0e6B862D98 | 34 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 394 | src.lanctl.apps.ip.interfaces.cli.commands.wol._sequence_locked | raise
0e6BC40E88 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/error.py | 23 | src.lanctl.apps.ip.interfaces.cli.commands.error.run_error | raise
0e6C11EB7D | 43 | src/lanctl/core/projects/workspace.py | 184 | src.lanctl.core.projects.workspace.prepare_project_workspace | raise
0e6C44B240 | 44 | src/lanctl/core/plugins/api.py | 217 | src.lanctl.core.plugins.api._PluginCredentials.get_for_device | raise
0e6C755248 | 43 | src/lanctl/core/group_database.py | 108 | src.lanctl.core.group_database.GroupDatabase.load | raise
0e6C8CFD1C | 42 | src/lanctl/apps/monitor/configuration.py | 260 | src.lanctl.apps.monitor.configuration.MonitorAssignment.__post_init__ | raise
0e6CC97BD5 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 398 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0e6CCDA469 | 45 | src/lanctl/core/plugins/manager.py | 274 | src.lanctl.core.plugins.manager.PluginManager.enable | raise
0e6CDA4BA4 | 33 | src/lanctl/apps/wire/error.py | 38 | src.lanctl.apps.wire.error.Error.__init__ | raise
0e6CE36A6A | 46 | src/lanctl/apps/ip/infrastructure/protocols/ssh.py | 191 | src.lanctl.apps.ip.infrastructure.protocols.ssh.run_show_command | raise
0e6DB7FFA5 | 34 | src/lanctl/apps/ip/interfaces/cli/commands/credential.py | 87 | src.lanctl.apps.ip.interfaces.cli.commands.credential.run_credential | raise
0e6DC0DFE5 | 36 | src/lanctl/apps/wire/topology.py | 51 | src.lanctl.apps.wire.topology.build_new_idf_data | raise
0e6E3E9B6E | 31 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 470 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0e6E802936 | 46 | src/lanctl/apps/access/ssh_server.py | 179 | src.lanctl.apps.access.ssh_server.SshAccessServer.prepare | raise
0e6EA37F60 | 47 | src/lanctl/core/plugins/scanners.py | 26 | src.lanctl.core.plugins.scanners.run_scanner_extensions | diagnostic
0e6F062116 | 42 | src/lanctl/apps/monitor/configuration.py | 254 | src.lanctl.apps.monitor.configuration.MonitorAssignment.__post_init__ | raise
0e6F3C4C45 | 43 | src/lanctl/core/database.py | 413 | src.lanctl.core.database.DeviceDatabase._find | raise
0e6FBAFDA8 | 48 | src/lanctl/core/projects/workspace.py | 117 | src.lanctl.core.projects.workspace._inventory_documents | raise
0e6FD1386A | 43 | src/lanctl/core/database.py | 538 | src.lanctl.core.database.DeviceDatabase._edit_device_in_memory | raise
0e7066ABE4 | 33 | src/lanctl/shared/assets/icons.py | 260 | src.lanctl.shared.assets.icons.jpeg_dimensions | raise
0e707FED8B | 43 | src/lanctl/core/projects/vlf.py | 693 | src.lanctl.core.projects.vlf._read_json_entry | raise
0e709D1702 | 18 | src/lanctl/apps/access/service.py | 200 | LANCTL.Access.Audit | diagnostic
0e70E84246 | 43 | src/lanctl/core/database.py | 557 | src.lanctl.core.database.DeviceDatabase._edit_device_in_memory | raise
0e713FB1FA | 35 | src/lanctl/apps/ip/interfaces/cli/commands/ssh.py | 87 | src.lanctl.apps.ip.interfaces.cli.commands.ssh.run_ssh | raise
0e718180D5 | 48 | src/lanctl/core/projects/vlf.py | 407 | src.lanctl.core.projects.vlf.verify_project | raise
0e7181F614 | 47 | src/lanctl/core/plugins/manager.py | 644 | src.lanctl.core.plugins.manager.PluginManager._check_dependencies | raise
0e7194A546 | 31 | src/lanctl/core/plugins/ui_contracts.py | 71 | src.lanctl.core.plugins.ui_contracts.validate_form_schema | raise
0e71E67730 | 33 | src/lanctl/shared/assets/icons.py | 270 | src.lanctl.shared.assets.icons._validate_id | raise
0e72372C41 | 43 | src/lanctl/core/database.py | 544 | src.lanctl.core.database.DeviceDatabase._edit_device_in_memory | raise
0e72D15949 | 47 | src/lanctl/core/plugins/isolated_runtime.py | 93 | src.lanctl.core.plugins.isolated_runtime._windows_memory_job | raise
0e72FFD10E | 42 | src/lanctl/apps/access/service.py | 149 | src.lanctl.apps.access.service.AccessService.enable.operation | raise
0e73384C40 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/ssh.py | 100 | src.lanctl.apps.ip.interfaces.cli.commands.ssh.run_ssh | raise
0e7344A099 | 47 | src/lanctl/core/plugins/manager.py | 652 | src.lanctl.core.plugins.manager.PluginManager._check_compatibility | raise
0e7349707E | 32 | src/lanctl/apps/ip/interfaces/tui/main.py | 2742 | src.lanctl.apps.ip.interfaces.tui.main.LanctlTui._handle_info_key | raise
0e735783AF | 36 | src/lanctl/apps/wire/cli/commands.py | 240 | src.lanctl.apps.wire.cli.commands.CommandProcessor._idf_command | raise
0e73D5B542 | 45 | src/lanctl/core/plugins/manager.py | 469 | src.lanctl.core.plugins.manager.PluginManager._activate | raise
0e73D5C149 | 49 | src/lanctl/core/errors.py | 37 | src.lanctl.core.errors.ErrorLevel.parse | raise
0e74596C27 | 36 | src/lanctl/apps/ip/infrastructure/cisco/planner.py | 63 | src.lanctl.apps.ip.infrastructure.cisco.planner.CiscoPlanner.plan | raise
0e74662119 | 33 | src/lanctl/apps/wire/cli/commands.py | 377 | src.lanctl.apps.wire.cli.commands.CommandProcessor._add_options | raise
0e75B6D9D0 | 36 | src/lanctl/apps/ip/interfaces/tui/main.py | 3540 | src.lanctl.apps.ip.interfaces.tui.main._translate_tui_element | raise
0e75DC7108 | 24 | src/lanctl/apps/ip/interfaces/tui/main.py | 870 | src.lanctl.apps.ip.interfaces.tui.main.LanctlTui.show_project_manager | diagnostic
0e75E2B8F2 | 43 | src/lanctl/core/projects/save_policy.py | 63 | src.lanctl.core.projects.save_policy.remember_close_answer | raise
0e75F12A64 | 35 | src/lanctl/core/plugin_storage.py | 47 | src.lanctl.core.plugin_storage.PluginStorage.put_observations.replace | raise
0e76060428 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/open.py | 129 | src.lanctl.apps.ip.interfaces.cli.commands.open.run_open | raise
0e7609FB22 | 48 | src/lanctl/core/plugins/contracts.py | 85 | src.lanctl.core.plugins.contracts.construct_contract | raise
0e762D2FEA | 42 | src/lanctl/core/persistence.py | 119 | src.lanctl.core.persistence.verify_export | raise
0e769C139A | 46 | src/lanctl/core/plugins/isolated_runtime.py | 366 | src.lanctl.core.plugins.isolated_runtime.IsolatedPluginRuntime.start | raise
0e7732F867 | 45 | src/lanctl/apps/access/remote.py | 91 | src.lanctl.apps.access.remote.required_permission | raise
0e775CA90D | 31 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 565 | src.lanctl.apps.ip.interfaces.cli.commands.wol._power_command | raise
0e7761937A | 31 | src/lanctl/apps/ip/interfaces/cli/commands/element.py | 187 | src.lanctl.apps.ip.interfaces.cli.commands.element.run_element | raise
0e77FFCBF2 | 45 | src/lanctl/core/plugins/manager.py | 233 | src.lanctl.core.plugins.manager.PluginManager.install | raise
0e789DAFCA | 31 | src/lanctl/apps/ip/interfaces/cli/commands/switch.py | 100 | src.lanctl.apps.ip.interfaces.cli.commands.switch._extract_options | raise
0e794DC585 | 43 | src/lanctl/core/database.py | 627 | src.lanctl.core.database.DeviceDatabase.add_device | raise
0e79B3841D | 43 | src/lanctl/core/database.py | 448 | src.lanctl.core.database.DeviceDatabase.search | raise
0e79C49574 | 39 | src/lanctl/apps/ip/infrastructure/services/lan_scanner.py | 146 | src.lanctl.apps.ip.infrastructure.services.lan_scanner.LanScanner._parallel | raise
0e79D7C3C9 | 42 | src/lanctl/apps/monitor/checks.py | 24 | src.lanctl.apps.monitor.checks.CheckRegistry.register | raise
0e79D84EB4 | 36 | src/lanctl/shared/i18n.py | 406 | src.lanctl.shared.i18n._validate_placeholders | raise
0e7B1B06B3 | 48 | src/lanctl/core/plugins/models.py | 79 | src.lanctl.core.plugins.models.PluginManifest.from_dict | raise
0e7B585A5B | 36 | src/lanctl/apps/wire/tui/editor.py | 422 | src.lanctl.apps.wire.tui.editor._parse_value | raise
0e7BD917C0 | 48 | src/lanctl/core/plugins/ui_contracts.py | 27 | src.lanctl.core.plugins.ui_contracts.validate_ui_panel | raise
0e7BE916E1 | 45 | src/lanctl/apps/ip/interfaces/gui/main.py | 582 | LANCTL.GUI.RPC.Response | diagnostic
0e7C27D6A9 | 36 | src/lanctl/apps/ip/interfaces/tui/main.py | 3366 | src.lanctl.apps.ip.interfaces.tui.main.LanctlTui._open_startup_modal | raise
0e7C37778E | 42 | src/lanctl/core/error_catalog.py | 42 | src.lanctl.core.error_catalog.load_error_catalog | raise
0e7C3F05B6 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 543 | src.lanctl.apps.ip.interfaces.cli.commands.wol._schedule_seconds | raise
0e7C945D79 | 33 | src/lanctl/apps/wire/idf/database.py | 266 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.edit_port.edit | raise
0e7C9CF2F6 | 36 | src/lanctl/apps/wire/idf/database.py | 263 | src.lanctl.apps.wire.idf.database.IDFDatabaseManager.edit_port.edit | raise
0e7D2434BD | 47 | src/lanctl/core/plugins/isolated_runtime.py | 391 | src.lanctl.core.plugins.isolated_runtime.IsolatedPluginRuntime.start | raise
0e7D6C3B08 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 166 | src.lanctl.apps.ip.interfaces.cli.commands.wol._options | raise
0e7E275B9B | 33 | src/lanctl/core/config.py | 587 | src.lanctl.core.config.normalize_dhcp_range | raise
0e7E3440AC | 35 | src/lanctl/apps/ip/interfaces/tui/main.py | 3501 | src.lanctl.apps.ip.interfaces.tui.main._translate_tui_element | raise
0e7E417A9C | 47 | src/lanctl/core/plugins/publishers.py | 63 | src.lanctl.core.plugins.publishers.TrustedPublisherStore._read | raise
0e7E54B66A | 36 | src/lanctl/apps/ip/lab/scenario.py | 36 | src.lanctl.apps.ip.lab.scenario.validate_scenario | raise
0e7F0188ED | 36 | src/lanctl/apps/ip/interfaces/tui/layout.py | 95 | src.lanctl.apps.ip.interfaces.tui.layout.normalize_cli_percent | raise
0e7F64214A | 31 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 392 | src.lanctl.apps.ip.interfaces.cli.commands.wol._sequence_locked | raise
0e7F87EB7D | 42 | src/lanctl/apps/ip/interfaces/cli/main.py | 297 | src.lanctl.apps.ip.interfaces.cli.main.main | diagnostic
0e7FC7BFD3 | 37 | src/lanctl/apps/ip/infrastructure/services/network_discovery.py | 24 | src.lanctl.apps.ip.infrastructure.services.network_discovery.discovery_probe | raise
0e80580B4F | 31 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 485 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0e80761B69 | 47 | src/lanctl/core/plugins/__init__.py | 28 | src.lanctl.core.plugins.__init__.__getattr__ | raise
0e809214C3 | 47 | src/lanctl/core/plugins/functions.py | 54 | src.lanctl.core.plugins.functions.FunctionRegistry.call | raise
0e80F3F25E | 18 | src/lanctl/core/plugins/manager.py | 197 | src.lanctl.core.plugins.manager.PluginManager.activate_enabled | diagnostic
0e8148A8CC | 42 | src/lanctl/apps/access/ssh_server.py | 235 | LANCTL.Access.SSH.Command | diagnostic
0e81F7E0B6 | 18 | src/lanctl/core/projects/workspace.py | 294 | src.lanctl.core.projects.workspace.ensure_active_project_workspace | diagnostic
0e82656301 | 42 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 41 | src.lanctl.apps.ip.infrastructure.protocols.radmin.validate_mode | raise
0e8317F786 | 36 | src/lanctl/apps/ip/interfaces/cli/main.py | 248 | src.lanctl.apps.ip.interfaces.cli.main.main | raise
0e831F5025 | 36 | src/lanctl/apps/wire/tui/app.py | 1313 | src.lanctl.apps.wire.tui.app.LanwireTui._connect_selected_port | raise
0e8323664D | 42 | src/lanctl/apps/wire/tui/app.py | 1595 | src.lanctl.apps.wire.tui.app.LanwireTui.run | raise
0e836411F2 | 33 | src/lanctl/shared/assets/icons.py | 173 | src.lanctl.shared.assets.icons.IconManager.resolve | raise
0e83D18B26 | 36 | src/lanctl/apps/wire/cli/commands.py | 176 | src.lanctl.apps.wire.cli.commands.CommandProcessor._idf_command | raise
0e83DA55E8 | 33 | src/lanctl/apps/monitor/configuration.py | 137 | src.lanctl.apps.monitor.configuration.validate_profile | raise
0e83EC9653 | 47 | src/lanctl/core/plugins/manager.py | 656 | src.lanctl.core.plugins.manager.PluginManager._check_compatibility | raise
0e84811416 | 31 | src/lanctl/apps/wire/cli/commands.py | 196 | src.lanctl.apps.wire.cli.commands.CommandProcessor._idf_command | raise
0e84A17E56 | 47 | src/lanctl/core/plugins/manager.py | 542 | src.lanctl.core.plugins.manager.PluginManager._load_declarative_extensions | raise
0e8530D2D7 | 41 | src/lanctl/apps/ip/interfaces/cli/main.py | 271 | src.lanctl.apps.ip.interfaces.cli.main.main | return-error
0e8536E84C | 18 | src/lanctl/core/plugins/manager.py | 667 | src.lanctl.core.plugins.manager.PluginManager._read_registry | diagnostic
0e85AA3FF6 | 41 | src/lanctl/apps/monitor/lifecycle.py | 36 | src.lanctl.apps.monitor.lifecycle.SingletonLock.acquire | raise
0e8728E0EC | 31 | src/lanctl/apps/ip/interfaces/cli/commands/open.py | 176 | src.lanctl.apps.ip.interfaces.cli.commands.open.run_open | raise
0e87957B71 | 06 | src/lanctl/core/plugins/manager.py | 181 | LANCTL.Plugin.Activation.State | diagnostic
0e87BDC3B0 | 46 | src/lanctl/apps/monitor/lifecycle.py | 90 | src.lanctl.apps.monitor.lifecycle._process_identity | raise
0e87C5CFC2 | 34 | src/lanctl/apps/ip/interfaces/cli/main.py | 267 | src.lanctl.apps.ip.interfaces.cli.main.main | print-error
0e87DF1B2E | 35 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 233 | src.lanctl.apps.ip.interfaces.cli.commands.wol._wake | diagnostic
0e87FC3193 | 18 | src/lanctl/core/database.py | 377 | LANCTL.Database.History | diagnostic
0e88405145 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/access.py | 275 | src.lanctl.apps.ip.interfaces.cli.commands.access._user | raise
0e885047A3 | 47 | src/lanctl/core/plugins/smb_runtime.py | 39 | src.lanctl.core.plugins.smb_runtime.unc_path | raise
0e88D170BF | 32 | src/lanctl/apps/ip/interfaces/gui/main.py | 424 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.create_project.operation | raise
0e88FEF193 | 36 | src/lanctl/apps/ip/interfaces/gui/main.py | 519 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.wake_device.operation | raise
0e88FFDF3C | 36 | src/lanctl/apps/wire/log.py | 37 | src.lanctl.apps.wire.log.write_error | raise
0e8944BEC3 | 43 | src/lanctl/core/database.py | 525 | src.lanctl.core.database.DeviceDatabase._edit_device_in_memory | raise
0e89514178 | 45 | src/lanctl/core/plugins/manager.py | 498 | src.lanctl.core.plugins.manager.PluginManager._load_declared_hooks | raise
0e898E65B5 | 33 | src/lanctl/core/plugins/events.py | 55 | src.lanctl.core.plugins.events.EventRegistry.get | raise
0e89DBFC74 | 42 | src/lanctl/apps/ip/infrastructure/protocols/radmin.py | 158 | src.lanctl.apps.ip.infrastructure.protocols.radmin.launch | raise
0e8A3CFB19 | 19 | src/lanctl/apps/access/runtime.py | 139 | src.lanctl.apps.access.runtime.AccessRuntime.reconcile | diagnostic
0e8A5F65CC | 36 | src/lanctl/apps/ip/lab/scenario.py | 48 | src.lanctl.apps.ip.lab.scenario.validate_scenario | raise
0e8A714A02 | 36 | src/lanctl/apps/wire/idf/sample_topology.py | 186 | src.lanctl.apps.wire.idf.sample_topology.validate_topology | raise
0e8AF0F563 | 45 | src/lanctl/core/plugins/manager.py | 276 | src.lanctl.core.plugins.manager.PluginManager.enable | raise
0e8B342821 | 49 | src/lanctl/apps/ip/infrastructure/services/lan_scanner.py | 217 | src.lanctl.apps.ip.infrastructure.services.lan_scanner.LanScanner._parallel_discovery | raise
0e8B527C68 | 33 | src/lanctl/shared/assets/icons.py | 141 | src.lanctl.shared.assets.icons.IconManager.add_provider | raise
0e8B64C89B | 36 | src/lanctl/apps/wire/tui/app.py | 1334 | src.lanctl.apps.wire.tui.app.LanwireTui._move_selected_connection | raise
0e8B6ABC2D | 42 | src/lanctl/apps/access/keys.py | 16 | src.lanctl.apps.access.keys.generate_host_key | raise
0e8BE6A190 | 33 | src/lanctl/apps/ip/interfaces/cli/commands/list.py | 256 | src.lanctl.apps.ip.interfaces.cli.commands.list.run_list | raise
0e8BE835BB | 45 | src/lanctl/apps/ip/interfaces/gui/main.py | 582 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi._respond | diagnostic
0e8BEAB981 | 45 | src/lanctl/core/plugins/manager.py | 465 | src.lanctl.core.plugins.manager.PluginManager._activate | raise
0e8C7FB3F5 | 34 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 425 | src.lanctl.apps.ip.interfaces.cli.commands.wol._sequence_locked | raise
0e8C9F1D73 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/monitor.py | 209 | src.lanctl.apps.ip.interfaces.cli.commands.monitor._required_word | raise
0e8CE4A12F | 42 | src/lanctl/apps/ip/infrastructure/protocols/ssh.py | 150 | src.lanctl.apps.ip.infrastructure.protocols.ssh.host_fingerprint | raise
0e8D223760 | 36 | src/lanctl/apps/ip/interfaces/gui/main.py | 232 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.update_device.operation | raise
0e8D6C09F9 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 450 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0e8DB798C4 | 43 | src/lanctl/core/database.py | 40 | src.lanctl.core.database.DeviceDatabase.load | raise
0e8DD057E6 | 41 | src/lanctl/apps/ip/interfaces/cli/main.py | 289 | src.lanctl.apps.ip.interfaces.cli.main.main | return-error
0e8DDCB9D0 | 42 | src/lanctl/apps/ip/interfaces/gui/main.py | 73 | src.lanctl.apps.ip.interfaces.gui.main.GuiApi.select_project_file.operation | raise
0e8DF4D1A9 | 45 | src/lanctl/apps/access/auth.py | 247 | src.lanctl.apps.access.auth.AuthenticationService.consume_pairing.consume | raise
0e8E9D97BD | 46 | src/lanctl/apps/ip/interfaces/cli/commands/wol.py | 356 | LANCTL.WOL.Send.Network | diagnostic
0e8ED0B1E5 | 32 | src/lanctl/apps/ip/interfaces/cli/commands/credential.py | 81 | src.lanctl.apps.ip.interfaces.cli.commands.credential.run_credential | raise
0e8EF10FE0 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/settings.py | 329 | src.lanctl.apps.ip.interfaces.cli.commands.settings.run_settings | raise
0e8EF3B1A6 | 32 | src/lanctl/apps/access/remote.py | 57 | src.lanctl.apps.access.remote.required_permission | raise
0e8F73D969 | 33 | src/lanctl/apps/access/remote.py | 200 | src.lanctl.apps.access.remote.LanctlCommandAdapter._root | raise
0e8F9406E5 | 47 | src/lanctl/core/plugins/functions.py | 60 | src.lanctl.core.plugins.functions.FunctionRegistry.owner | raise
0e8F9C083B | 41 | src/lanctl/apps/ip/interfaces/cli/commands/smb.py | 261 | src.lanctl.apps.ip.interfaces.cli.commands.smb.run_smb | return-error
0e8FA65948 | 31 | src/lanctl/apps/ip/interfaces/cli/commands/group.py | 58 | src.lanctl.apps.ip.interfaces.cli.commands.group.run_group | raise
0e8FE2C281 | 46 | src/lanctl/core/persistence.py | 30 | src.lanctl.core.persistence.create_backup | raise
0e8FFF6AF9 | 47 | src/lanctl/core/plugins/declarative_commands.py | 60 | src.lanctl.core.plugins.declarative_commands._run | raise
0e90296159 | 46 | src/lanctl/core/plugins/isolated_runtime.py | 367 | src.lanctl.core.plugins.isolated_runtime.IsolatedPluginRuntime.start | raise
0e9056DFAA | 42 | src/lanctl/core/recurrent_elements.py | 70 | src.lanctl.core.recurrent_elements.RecurrentElementDatabase.load | raise
0e90A4D210 | 33 | src/lanctl/shared/assets/icons.py | 203 | src.lanctl.shared.assets.icons.IconManager._add | raise
0e9105E4C1 | 47 | src/lanctl/core/plugins/package.py | 227 | src.lanctl.core.plugins.package.safe_package | raise
